event_id,event_date,event_title,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude
684,08/01/2008 12:00:00 AM,"Sigou Village, Loufan County, Shanxi Province","Sigou Village, Loufan County, Shanxi Province",unknown,landslide,rain,large,mine,11,,,,glc,684,China,CN,Shaanxi,0,Jingyang,41.02145,107.45,32.5625
956,01/02/2009 02:00:00 AM,"Lake Oswego, Oregon","Lake Oswego, Oregon",5km,mudslide,downpour,small,unknown,0,,,,glc,956,United States,US,Oregon,36619,Lake Oswego,0.60342,-122.663,45.42
973,01/19/2007 12:00:00 AM,"San Ramon district, 195 miles northeast of the capital, Lima, ","San Ramon district, 195 miles northeast of the capital, Lima, ",10km,landslide,downpour,large,unknown,10,,,,glc,973,Peru,PE,Junín,14708,San Ramón,0.85548,-75.3587,-11.1295
1067,07/31/2009 12:00:00 AM,Dailekh district,Dailekh district,unknown,landslide,monsoon,medium,unknown,1,,,,glc,1067,Nepal,NP,Mid Western,20908,Dailekh,0.75395,81.708,28.8378
2603,10/16/2010 12:00:00 PM,sitio Bakilid in barangay Lahug,sitio Bakilid in barangay Lahug,5km,landslide,tropical_cyclone,medium,unknown,0,,Supertyphoon Juan (Megi),,glc,2603,Philippines,PH,Central Visayas,798634,Cebu City,2.02204,123.8978,10.3336
4203,02/16/2012 12:00:00 AM,"Paguite, Abuyog, Leyte","Paguite, Abuyog, Leyte",5km,landslide,downpour,medium,unknown,0,,,,glc,4203,Philippines,PH,Eastern Visayas,2404,Balinsacayao,2.28967,124.9668,10.7004
4290,03/30/2012 12:00:00 AM,"Pend Oreille County, State Route 20 near Usk, OR","Pend Oreille County, State Route 20 near Usk, OR",5km,mudslide,downpour,small,unknown,0,,,,glc,4290,United States,US,Washington,2126,Newport,19.97241,-117.2665,48.2797
225,09/02/2007 12:00:00 AM,3 killed in Acapulco,"calle Granjas, Ampliación Miguel de la Madrid, Acapulco",10km,complex,tropical_cyclone,medium,unknown,3,,Tropical Storm Henrietta,,glc,225,Mexico,MX,Sinaloa,3191,El Limón de los Ramos,10.88351,-107.622,24.9531
236,09/05/2007 12:00:00 AM,"Warm Springs Road, Idaho","Warm Springs Road, Idaho",5km,mudslide,rain,medium,unknown,,,,,glc,236,United States,US,Idaho,2689,Ketchum,4.51471,-114.4194,43.6846
873,11/01/2008 12:00:00 AM,"Lincang City, Yunnan, Yunnan-Tibet No. 214 highway.","Lincang City, Yunnan, Yunnan-Tibet No. 214 highway.",10km,complex,downpour,medium,unknown,2,,,,glc,873,China,CN,Yunnan,0,Mengmeng,55.18512,100.0845,23.89
874,11/01/2008 12:00:00 AM,"Kunming, Yunnan","Kunming, Yunnan",25km,complex,downpour,medium,unknown,4,,,,glc,874,China,CN,Yunnan,1023674,Kunming,6.82298,102.695,25.0967
8253,12/21/2014 08:10:00 AM,"US 30, milepost 29","US 30, milepost 29",exact,landslide,unknown,unknown,above_road,0,0,,,glc,8253,United States,US,Oregon,12883,Saint Helens,0.87786,-122.8178,45.8647
954,01/01/2009 10:24:00 PM,South side of Highway 26 between Cherryville Hill and Brightwood. Oregon,South side of Highway 26 between Cherryville Hill and Brightwood. Oregon,10km,mudslide,rain,small,unknown,0,,,,glc,954,United States,US,Oregon,4864,Mount Hood Village,7.43093,-122.0704,45.377
9958,07/03/2017 02:33:00 PM,Landslides block roads,"Huyện Mèo Vạc, Hà Giang",10km,landslide,downpour,small,above_road,0,0,,Date very approximate as article is sparse,,,,,,,,,105.5299971,23.14383048
955,01/02/2009 08:30:00 PM,"Gadgaron village of Matnog town, Sorsogon ","Gadgaron village of Matnog town, Sorsogon ",5km,landslide,downpour,medium,unknown,0,1,,,glc,955,Philippines,PH,Bicol,6721,Matnog,5.5353,124.0419,12.5655
957,01/03/2009 12:00:00 AM,"Suburban Portland, Oregon.","Suburban Portland, Oregon.",10km,mudslide,rain,small,unknown,0,,,,glc,957,United States,US,Oregon,583776,Portland,0.55624,-122.67,45.521
958,01/07/2009 01:41:00 AM,"Wildcat Run Road off Dogwood Drive in Maggie Valley, North Carolina ","Wildcat Run Road off Dogwood Drive in Maggie Valley, North Carolina ",1km,landslide,rain,small,unknown,0,,,,glc,958,United States,US,North Carolina,1150,Maggie Valley,2.71542,-83.071,35.507
959,01/07/2009 12:00:00 AM,"Rochester along the Cowlitz and Lewis rivers, Washington","Rochester along the Cowlitz and Lewis rivers, Washington",5km,landslide,rain,small,unknown,0,,,,glc,959,United States,US,Oregon,1895,Rainier,4.05885,-122.893,46.11
961,01/07/2009 12:00:00 AM,"Sixth Place South in Normandy Park , Washington","Sixth Place South in Normandy Park , Washington",5km,mudslide,rain,small,unknown,0,,,,glc,961,United States,US,Washington,6335,Normandy Park,0.68778,-122.334,47.432
962,01/07/2009 12:00:00 AM,"Concrete, 70 miles northeast of Seattle,Washington","Concrete, 70 miles northeast of Seattle,Washington",5km,landslide,downpour,medium,unknown,0,,,,glc,962,United States,US,Washington,1347,Darrington,33.29411,-121.75,48.538
963,01/07/2009 12:00:00 AM,"Acme area, Whatcom County, Washington","Acme area, Whatcom County, Washington",1km,mudslide,rain,small,unknown,0,,,,glc,963,United States,US,Washington,6441,Sudden Valley,10.78797,-122.2,48.72
964,01/08/2009 12:00:00 AM,"Burcham Street, Kelso, Washington","Burcham Street, Kelso,Washington",5km,mudslide,unknown,small,unknown,0,,,,glc,964,United States,US,Washington,11925,Kelso,1.87666,-122.909,46.1299
965,01/08/2009 01:00:00 AM,"9700 block of Rainier Avenue South, Seatle, Washington ","9700 block of Rainier Avenue South, Seatle, Washington ",5km,complex,rain,small,unknown,0,,,,glc,965,United States,US,Washington,22699,Mercer Island,5.27987,-122.273,47.538
966,01/08/2009 06:00:00 AM,"Mount Baker Highway at about milepost 16, Washington","Mount Baker Highway at about milepost 16, Washington",5km,mudslide,rain,small,unknown,0,,,,glc,966,United States,US,Washington,3324,Peaceful Valley,8.1479,-122.037,48.929
968,01/13/2009 12:00:00 AM,"Chehna in Jijel province, some 360 km (225 miles) from the capital Algiers","Chehna in Jijel province, some 360 km (225 miles) from the capital Algiers",5km,landslide,downpour,medium,unknown,6,,,,glc,968,Algeria,DZ,Jijel,148000,Jijel,2.88422,5.765,36.7946
969,01/13/2009 08:50:00 AM,"SR 522, near Bothell, Washington","SR 522, near Bothell, Washington",1km,mudslide,rain,small,unknown,0,,,,glc,969,United States,US,Washington,33505,Bothell,0.57422,-122.2072,47.7573
971,01/16/2009 01:00:00 PM,"Sekolah Kebangsaan Sungai Arip, Mukah about 600 km from Kuching ","Sekolah Kebangsaan Sungai Arip, Mukah about 600 km from Kuching ",10km,landslide,rain,medium,unknown,0,,,,glc,971,Malaysia,MY,Sarawak,570407,Kuching,2.42408,110.3442,1.531
972,01/19/2009 11:00:00 PM,"Buwung Mas Sekotong, about 1,060km east of the capital, Jakarta,","Buwung Mas Sekotong, about 1,060km east of the capital, Jakarta,",25km,landslide,rain,medium,unknown,4,,,,glc,972,Indonesia,ID,Nusa Tenggara Barat,0,Kampungbaru,0.63292,116.662,-8.5073
1085,08/13/2009 12:00:00 AM,Freetown,Freetown,5km,landslide,downpour,medium,unknown,7,,,,glc,1085,Sierra Leone,SL,Western Area,802639,Freetown,0.13721,-13.2287,8.4841
974,01/22/2009 12:00:00 AM,Muara District,Muara District,5km,landslide,downpour,medium,unknown,2,,,,glc,974,Brunei,BN,Brunei and Muara,64409,Bandar Seri Begawan,16.55352,115.0668,5.031
975,01/22/2009 12:00:00 AM,Mexico City,Mexico City,50km,landslide,downpour,medium,unknown,2,,,,glc,975,Mexico,MX,The Federal District,12294193,Mexico City,0.15208,-99.1276,19.4271
976,01/26/2009 12:00:00 AM,South of Naples,South of Naples,5km,mudslide,downpour,medium,unknown,2,,,,glc,976,Italy,IT,Campania,959470,Napoli,0.79183,14.252,40.8403
1055,07/22/2009 12:00:00 AM,"Kerseong, West Bengal ","Kerseong, West Bengal ",10km,landslide,downpour,medium,unknown,0,,,,glc,1055,India,IN,Bengal,46427,Kārsiyāng,0.15035,88.2788,26.8826
978,02/06/2009 12:00:00 AM,Sierra Madre foothills northeast of downtown Los Angeles,Sierra Madre foothills northeast of downtown Los Angeles,5km,mudslide,rain,small,unknown,0,,,,glc,978,United States,US,California,10917,Sierra Madre,0.26489,-118.05,34.162
1054,07/22/2009 12:00:00 AM,"Gayabari,  West Bengal ","Gayabari,  West Bengal ",10km,landslide,downpour,medium,unknown,0,,,,glc,1054,India,IN,Bengal,46427,Kārsiyāng,4.62496,88.3143,26.8572
980,02/07/2009 12:00:00 AM,Barangay Sagbang in Valencia town,Barangay Sagbang in Valencia town,5km,landslide,downpour,medium,unknown,2,,,,glc,980,Philippines,PH,Central Visayas,0,Valencia,2.33966,123.226,9.29
983,09/09/2009 12:00:00 AM,"Sitio Camcaman in Real village in Calamba City, Laguna","Sitio Camcaman in Real village in Calamba City, Laguna",10km,landslide,downpour,medium,unknown,2,,,,glc,983,Philippines,PH,Calabarzon,4164,Tignoan,6.62506,121.56,14.545
1010,04/20/2009 09:00:00 AM,"Route 39 in Rockbridge County, Virginia","Route 39 in Rockbridge County, Virginia",1km,mudslide,downpour,small,unknown,0,,,,glc,1010,United States,US,Virginia,1463,East Lexington,13.41471,-79.4305,37.9137
1118,08/23/2009 12:00:00 AM,"Stowport, near Burnie, Tasmania","Stowport, near Burnie, Tasmania",5km,complex,downpour,small,unknown,0,,,,glc,1118,Australia,AU,Tasmania,19972,Burnie,0.40001,145.9063,-41.0528
1048,07/02/2009 03:00:00 AM,"Deurali VDC-8 in Kaski district, ","Deurali VDC-8 in Kaski district, ",50km,landslide,monsoon,medium,unknown,3,,,,glc,1048,Nepal,NP,Western Region,200000,Pokhara,7.08117,83.9806,28.2039
1049,07/02/2009 12:00:00 AM,"Dhapade VDC-5, Tanahun district","Dhapade VDC-5, Tanahun district",25km,landslide,monsoon,medium,unknown,2,,,,glc,1049,Nepal,NP,Western Region,0,Lamjung,32.28507,84.2279,27.9447
1053,07/21/2009 12:00:00 AM,Hofu city in Yamaguchi prefecture,Hofu city in Yamaguchi prefecture,5km,landslide,downpour,medium,unknown,6,,,,glc,1053,Japan,JP,Yamaguchi,116925,Hōfu,0.57723,131.5729,34.0496
9810,05/19/2017 08:14:00 PM,"Mudslide in Pikeville, KY","Kentucky Ave, Pikeville, KY",1km,mudslide,rain,small,urban,0,0,,,,,,,,,,,-83.712126,36.770029
1058,07/24/2009 12:00:00 AM,Hiroshima Prefecture (find more information),Hiroshima Prefecture (find more information),10km,landslide,downpour,medium,unknown,2,,,,glc,1058,Japan,JP,Hiroshima,1143841,Hiroshima-shi,1.2282,132.4592,34.3852
1060,07/25/2009 12:00:00 AM,"Wenchuan County, Sichuan","Wenchuan County, Sichuan",5km,landslide,downpour,medium,unknown,6,,,,glc,1060,China,CN,Sichuan,0,Weizhou,1.08737,103.5868,31.483
1061,07/01/2009 05:40:00 AM,Bridge destroyed at 4th Mile,"4th Mile, Lower Mangshila in North Sikkim",1km,landslide,downpour,medium,unknown,0,,,"Original source is unknown, but it appears to have given the time.",glc,1061,India,IN,,1464,Mangan,3.541,88.527,27.478
1062,07/27/2009 12:00:00 AM,Takdoo village (250 km North east of Kathmandu) ,Takdoo village (250 km North east of Kathmandu) ,25km,landslide,monsoon,large,unknown,13,,,,glc,1062,Nepal,NP,,1600,Kodāri,24.0447,85.71,28
1065,07/31/2009 12:00:00 AM,(Chitrebhanjyang) Syangja districts,(Chitrebhanjyang) Syangja districts,50km,landslide,monsoon,medium,unknown,5,,,,glc,1065,Nepal,NP,Western Region,21867,Wāling,17.40134,83.8791,28.1046
1181,09/20/2009 06:30:00 PM,"Mile point 5.4 on Mitkof Highway, Petersburg, Alaska","Mile point 5.4 on Mitkof Highway, Petersburg, Alaska",10km,mudslide,downpour,medium,unknown,,,,,glc,1181,United States,US,Alaska,2369,Wrangell,23.55928,-132.7269,56.5561
1187,09/22/2009 02:00:00 AM,"Mile 4.5, Mitkof Highway, Alaska","Mile 4.5, Mitkof Highway, Alaska",5km,mudslide,downpour,medium,unknown,,,,,glc,1187,United States,US,Alaska,2369,Wrangell,24.6152,-132.7348,56.5692
1188,09/22/2009 05:00:00 AM,"Mile point 17.5, Mitkof Highway, Alaska","Mile point 17.5, Mitkof Highway, Alaska",5km,mudslide,downpour,medium,unknown,,,,,glc,1188,United States,US,Alaska,2369,Wrangell,16.55139,-132.5617,56.5787
1312,11/18/2009 12:00:00 AM,"8500 block of 29th Street NW, Gig Harbor, Washington","8500 block of 29th Street NW, Gig Harbor, Washington",1km,mudslide,downpour,small,unknown,0,,,,glc,1312,United States,US,Washington,6651,Wollochet,2.74791,-122.5562,47.2846
1319,11/21/2009 12:00:00 AM,"49 points along the villages' road, Bruno district, Purworejo regency ","49 points along the villages' road, Bruno district, Purworejo regency ",25km,landslide,downpour,medium,unknown,0,,,,glc,1319,Indonesia,ID,Central Java,31352,Kutoarjo,16.15374,109.9187,-7.571
9962,07/03/2017 02:33:00 PM,Landslide on road,"Huyện Xín Mần, Hà Giang",25km,landslide,downpour,small,above_road,0,0,,"Date approximate (article states """"Since June 19"""")",,,,,,,,,104.4530851,22.69040325
1353,12/09/2009 12:00:00 AM,Creek Road is closed at Signal Mountain Road,Creek Road is closed at Signal Mountain Road,5km,mudslide,downpour,small,unknown,0,,,,glc,1353,United States,US,Tennessee,167674,Chattanooga,5.97545,-85.3697,35.0672
1354,12/09/2009 12:00:00 AM,Signal Mountain Road,Signal Mountain Road,5km,mudslide,downpour,small,unknown,0,,,,glc,1354,United States,US,Tennessee,7554,Signal Mountain,2.05274,-85.3361,35.1052
1382,01/01/2010 12:00:00 AM,Mudslide crushed the Sankay Inn,Rio de Janeiro state,25km,mudslide,downpour,large,unknown,22,28,,Death toll is likely higher,glc,1382,Brazil,BR,Rio de Janeiro,153635,Angra dos Reis,2.5888,-44.32249842,-23.01374445
8208,02/06/2015 01:18:00 PM,"OR 42, milepost 42.2","OR 42, milepost 42.2",exact,landslide,unknown,unknown,above_road,0,0,,,glc,8208,United States,US,Oregon,3742,Lafayette,3.64565,-123.1587,45.2335
1617,04/05/2010 12:00:00 AM,landslide hit 10 homes,"Travessa Doutor Beltrão, Santa Rosa",1km,landslide,downpour,medium,unknown,0,,,"Original source unknown, but it said that the landslide occurred at 11 am",glc,1617,Brazil,BR,Rio de Janeiro,456456,Niterói,2.64466,-43.07409842,-22.89234445
2164,07/29/2010 11:00:00 PM,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",25km,landslide,downpour,medium,unknown,0,,,,glc,2164,India,IN,Manipur,15118,Phek,39.51186,94.48214677,25.3098633
2216,08/06/2010 12:00:00 AM,"Gircha and Sarteez(Sartiz) villages, Gojal Tehsil, gilgit-baltistan","Gircha and Sarteez(Sartiz) villages, Gojal Tehsil, gilgit-baltistan",5km,landslide,downpour,medium,unknown,0,,,,glc,2216,Pakistan,PK,Gilgit-Baltistan,2005,Barishāl,41.15433,74.8609,36.6567
2601,10/16/2010 12:00:00 AM,"Barrangay Pulang Bato (Pulangbato), Cebu","Barrangay Pulang Bato (Pulangbato), Cebu",25km,landslide,tropical_cyclone,medium,unknown,0,,Supertyphoon Juan (Megi),,glc,2601,Philippines,PH,Central Visayas,48638,Consolacion,5.0295,123.9153,10.395
3821,07/21/2011 12:00:00 AM,"Kumaon, Uttarakhand","Kumaon, Uttarakhand",25km,landslide,rain,medium,unknown,1,,,,glc,3821,India,IN,Uttarakhand,32442,Almora,15.271,79.6367,29.7334
2607,10/17/2010 12:00:00 AM,"barangay Kalunasan, Cebu","barangay Kalunasan, Cebu",25km,landslide,tropical_cyclone,medium,unknown,0,,Supertyphoon Juan (Megi),,glc,2607,Philippines,PH,Central Visayas,7779,Asturias,0.5475,123.72,10.57
2608,10/17/2010 12:00:00 AM,"Barrangay Binaliw, Cebu","Barrangay Binaliw, Cebu",10km,landslide,tropical_cyclone,medium,unknown,0,,Supertyphoon Juan (Megi),,glc,2608,Philippines,PH,Central Visayas,2968,Sogod,2.66226,123.98,10.77
2988,01/12/2011 12:00:00 AM,Nova Friburgo area,Nova Friburgo area,10km,mudslide,downpour,very_large,unknown,0,,,,glc,2988,Brazil,BR,Rio de Janeiro,153361,Nova Friburgo,9.07433,-42.6018,-22.2331
37,03/19/2007 12:00:00 AM,Doba,Doba,25km,landslide,rain,medium,unknown,2,,,,glc,37,India,IN,Kashmir,14711,Kupwāra,18.10887,74.3333,33.8778
3463,05/04/2011 09:00:00 AM,"on transfer station rd near old landfill(?), Franklin county, VT","on transfer station rd near old landfill(?), Franklin county, VT",1km,mudslide,downpour,small,unknown,0,,,,glc,3463,United States,US,Vermont,2386,Swanton,5.80477,-73.0562,44.9378
3669,06/29/2011 12:00:00 AM,"National Highway leading to Gangotri, from Dehradun","National Highway leading to Gangotri, from Dehradun",50km,landslide,downpour,medium,unknown,0,,,,glc,3669,India,IN,Uttarakhand,17123,Uttarkāshi,34.03469,78.7963,30.7666
3712,07/03/2011 12:00:00 AM,Rural roads in Arghakhanchi,Rural roads in Arghakhanchi,unknown,landslide,downpour,medium,unknown,2,,,,glc,3712,Nepal,NP,Western Region,91733,Butwāl,13.24717,83.5754,27.7394
5154,07/21/2013 12:00:00 AM,"Sapangdaku, Cebu City","Sapangdaku, Cebu City",5km,landslide,rain,medium,unknown,0,,,,glc,5154,Philippines,PH,Central Visayas,798634,Cebu City,2.8399,123.8725,10.335
3709,07/03/2011 12:00:00 AM,Rural Roads in Baglung,Rural Roads in Baglung,25km,landslide,downpour,medium,unknown,0,,,,glc,3709,Nepal,NP,Western Region,23296,Bāglung,30.9652,83.2934,28.3683
3710,07/03/2011 12:00:00 AM,Rural Roads in Gulmi,Rural Roads in Gulmi,5km,landslide,downpour,medium,unknown,0,,,,glc,3710,Nepal,NP,Western Region,23693,Tānsen,34.98625,83.2934,28.0889
9763,06/02/2017 01:34:00 PM,Landslides in Oaxaca caused by Tropical Storm Beatriz,"San Francisco Ozolotepec, Oaxaca",10km,landslide,tropical_cyclone,medium,natural_slope,2,,Tropical Storm Beatriz,,,,,,,,,,-96.22255907,16.09880042
3750,07/09/2011 12:00:00 AM,Gangotri,Gangotri,50km,landslide,downpour,medium,unknown,0,,,,glc,3750,India,IN,Uttarakhand,17123,Uttarkāshi,14.8033,78.5925,30.7652
3751,07/09/2011 12:00:00 AM,Kedarnath,Kedarnath,25km,landslide,downpour,medium,unknown,0,,,,glc,3751,India,IN,Uttarakhand,2000,Pīpalkoti,48.67682,79.0685,30.7331
3752,07/09/2011 12:00:00 AM,Yamunotri,Yamunotri,25km,landslide,downpour,medium,unknown,0,,,,glc,3752,India,IN,Uttarakhand,7725,Barkot,30.56741,78.4129,31.0188
9744,01/06/2017 02:34:00 PM,Rockslide in Yosemite,Entrance to Yosemite Park on Highway  40,25km,rock_fall,unknown,small,above_road,0,0,,,,,,,,,,,-119.7795082,37.67607624
9769,05/30/2017 01:34:00 PM,Rain and Landslide damage in Cordillera Region,Sitio Tiktik (??) in Barangay Bontoc,25km,landslide,rain,small,above_road,0,0,,,,,,,,,,,120.9613282,16.77787239
3785,07/16/2011 12:00:00 AM,Pernambuco,Pernambuco,unknown,mudslide,downpour,medium,unknown,0,,,,glc,3785,Brazil,BR,Pernambuco,20324,Buíque,30.61676,-36.9541,-8.8137
4197,02/14/2012 12:00:00 AM,"Pulangbato, Cebu City","Pulangbato, Cebu City",10km,landslide,downpour,medium,unknown,0,,,,glc,4197,Philippines,PH,Central Visayas,48638,Consolacion,4.34527,123.92,10.39
3786,07/16/2011 12:00:00 AM,Recife,Recife,5km,mudslide,downpour,medium,unknown,1,,,,glc,3786,Brazil,BR,Pernambuco,1478098,Recife,0.05001,-34.8813,-8.0543
3819,07/21/2011 12:00:00 AM,"Chamoli , Uttarakhand","Chamoli , Uttarakhand",25km,landslide,rain,medium,unknown,1,,,,glc,3819,India,IN,Uttarakhand,2000,Pīpalkoti,9.78584,79.3318,30.4043
3833,07/22/2011 12:00:00 AM,Colima,Colima,50km,landslide,tropical_cyclone,medium,unknown,0,,Hurricane Dora,,glc,3833,Mexico,MX,Colima,127235,Colima,0.36051,-103.7244,19.2444
3834,07/22/2011 12:00:00 AM,Gurrero,Gurrero,unknown,landslide,tropical_cyclone,medium,unknown,0,,Hurricane Dora,,glc,3834,Mexico,MX,Guerrero,165250,Chilpancingo de los Bravos,6.8095,-99.538,17.4974
9944,07/03/2017 06:04:00 PM,Landslide at Narayangadh-Muglin road,"Narayangadh-Muglin road section, Chitwan, Nepal",5km,landslide,rain,medium,above_road,0,0,,,,,,,,,,,84.54704621,27.83196401
3835,07/22/2011 12:00:00 AM,Michoacan,Michoacan,unknown,landslide,tropical_cyclone,medium,unknown,0,,Hurricane Dora,,glc,3835,Mexico,MX,Michoacán,2817,Jarácuaro,3.36905,-101.7023,19.5805
4205,02/16/2012 12:00:00 AM,"Mahaplag, Leyte","Mahaplag, Leyte",25km,landslide,downpour,medium,unknown,0,,,,glc,4205,Philippines,PH,Eastern Visayas,0,Mahaplag,0.71608,124.9705,10.6073
1306,11/17/2009 12:00:00 AM,"White Rock, B.C. ","White Rock, B.C. ",5km,mudslide,downpour,small,unknown,0,,,,glc,1306,Canada,CA,British Columbia,66450,White Rock,0.74953,-122.8001,49.0229
3836,07/22/2011 12:00:00 AM,Nayarit,Nayarit,unknown,landslide,tropical_cyclone,medium,unknown,0,,Hurricane Dora,,glc,3836,Mexico,MX,Nayarit,6361,Puga,19.41353,-104.8334,21.7595
3865,07/30/2011 12:00:00 AM,"Catherine Store Road, Garfield County, CO","Catherine Store Road, Garfield County, CO",10km,mudslide,rain,small,unknown,0,,,,glc,3865,United States,US,Colorado,3801,El Jebel,4.90954,-107.1291,39.4274
3866,07/30/2011 12:00:00 AM,"Red Canyon Road, Garfield County, CO","Red Canyon Road, Garfield County, CO",10km,mudslide,rain,small,unknown,0,,,,glc,3866,United States,US,Colorado,9614,Glenwood Springs,10.57117,-107.2225,39.4977
3978,09/17/2011 09:00:00 AM,"Ruinibang of Sulichowr VDC,Rolpa","Ruinibang of Sulichowr VDC,Rolpa",5km,landslide,downpour,medium,unknown,7,,,,glc,3978,Nepal,NP,,5427,Besisahar,28.60568,82.6474,28.3875
9965,09/05/2016 06:04:00 PM,Landslide in Nagaland,"Mokochung, Nagaland, India",1km,landslide,rain,large,,0,0,,,,,,,,,,,94.514651,26.324724
4195,02/14/2012 12:00:00 AM,"Barangays Busay, Cebu City","Barangays Busay, Cebu City",10km,landslide,downpour,medium,unknown,0,,,,glc,4195,Philippines,PH,Central Visayas,798634,Cebu City,5.89364,123.89,10.37
4196,02/14/2012 12:00:00 AM,"Binaliw, Cebu City","Binaliw, Cebu City",10km,landslide,downpour,medium,unknown,0,,,,glc,4196,Philippines,PH,Central Visayas,48638,Consolacion,7.06201,123.91,10.42
9853,08/16/2016 07:22:00 PM,Landslide in Dzongu,"Dzongu, Sikkim, India",exact,landslide,rain,large,natural_slope,0,0,,,,,,,,,,,88.492,27.593
4346,05/02/2012 12:00:00 AM,"Myrtle Creek Rd, Bonners Ferry, ID","Myrtle Creek Rd, Bonners Ferry, ID",10km,landslide,downpour,large,unknown,,,,,glc,4346,United States,US,Oregon,2514,Myrtle Point,14.54271,-124.01,42.9744
4565,09/18/2012 12:00:00 AM,"Jatog and Kaithlighat railway stations, Kaithleeghat, Himachal Pradesh","Jatog and Kaithlighat railway stations, Kaithleeghat, Himachal Pradesh",1km,landslide,downpour,medium,unknown,,,,,glc,4565,India,IN,Himachal Pradesh,2467,Jutogh,8.68139,77.1029,31.0226
4569,09/19/2012 12:00:00 AM,"North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)","North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)",10km,landslide,downpour,large,unknown,20,,,,glc,4569,India,IN,,1464,Mangan,36.59477,88.556,27.8385
4571,09/19/2012 12:00:00 AM," Chungthang and Pegong. Houses, between Rangma and Chungthang "," Chungthang and Pegong. Houses, between Rangma and Chungthang ",10km,landslide,downpour,large,unknown,,,,,glc,4571,India,IN,,1464,Mangan,18.14812,88.605,27.6558
4589,10/19/2012 12:00:00 AM,"(Asikuma and Nkran),Prestea Huni/Valley District","(Asikuma and Nkran),Prestea Huni/Valley District",unknown,landslide,downpour,medium,unknown,,,,,glc,4589,Ghana,GH,Central,50293,Swedru,33.47473,-0.9992,5.5779
9945,09/02/2016 06:04:00 PM,Landslide at Gajuri,"Gajuri, Dhading, Nepal",5km,landslide,unknown,small,unknown,1,0,,,,,,,,,,,84.854632,27.769034
4680,12/25/2012 03:00:00 AM,Hermitage,Hermitage,5km,landslide,rain,medium,unknown,,,,,glc,4680,Trinidad and Tobago,TT,Eastern Tobago,0,Roxborough,8.24676,-60.55,11.3169
9946,07/04/2017 02:33:00 PM,Landslide in Mahughata village kills one,"Mahughata village (??), Hoanak Union Parishad, Maheshkhali, Upazila, Bangladesh",5km,landslide,rain,medium,natural_slope,1,0,,"Person in article title referred to as man, but in article referred to as ""her""",,,,,,,,,91.92597729,21.61900923
4880,05/28/2013 12:00:00 AM,"San Judas Tadeo, Colon","San Judas Tadeo, Colon",5km,landslide,downpour,medium,unknown,0,,,,glc,4880,Panama,PA,Colón,3302,Margarita,0.7476,-79.8897,9.3381
4881,05/28/2013 12:00:00 AM,"Villa Del Caribe, Colon","Villa Del Caribe, Colon",5km,landslide,downpour,medium,unknown,0,,,,glc,4881,Panama,PA,Colón,76643,Colón,0.20365,-79.9029,9.3581
4929,06/16/2013 12:00:00 AM,"Rishikesh-Joshimath-Mana Road, Uttarakhand","Rishikesh-Joshimath-Mana Road, Uttarakhand",50km,landslide,rain,medium,unknown,0,,,,glc,4929,India,IN,Uttarakhand,27611,Tehri,14.58545,78.3881,30.4954
4930,06/16/2013 12:00:00 AM,"Dharasu-Gangotri Road, Uttarakhand","Dharasu-Gangotri Road, Uttarakhand",50km,landslide,rain,medium,unknown,0,,,,glc,4930,India,IN,Uttarakhand,17123,Uttarkāshi,27.63875,78.6695,30.885
4931,06/16/2013 12:00:00 AM,"Pithoragarh-Ghatiabgarh Road, Uttarakhand","Pithoragarh-Ghatiabgarh Road, Uttarakhand",50km,landslide,rain,medium,unknown,0,,,,glc,4931,India,IN,Uttarakhand,7331,Dhārchula,11.27172,80.417,29.7986
9755,05/30/2017 01:34:00 PM,Smith County landslide on Highway 25,"182 Dixon Springs Hwy, Carthage, Tennessee, 37030",exact,rock_fall,rain,small,above_road,0,0,,,,,,,,,,,-85.97897289,36.27009466
4964,06/19/2013 12:00:00 AM,"Highway 31, Near Kaslo And Schoeder Creek, British Columbia","Highway 31, Near Kaslo And Schoeder Creek, British Columbia",5km,mudslide,downpour,medium,unknown,0,,,,glc,4964,Canada,CA,British Columbia,9813,Nelson,62.26908,-116.9044,50.0023
9966,09/05/2016 06:04:00 PM,Landslide in Wokha-Merapani Road,"Wokha, India",,landslide,rain,large,,0,0,,,,,,,,,,,94.257523,26.092493
4982,06/25/2013 08:00:00 AM,"Thenpara, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu","Thenpara, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu",unknown,landslide,downpour,medium,unknown,0,,,,glc,4982,India,IN,Tamil Nādu,31364,Kangayam,6.03885,77.5947,10.9628
